iter	R2	RMSE
900	0.8010372648	0.7277442326
901	0.8011417716	0.7275530807
902	0.8012452316	0.7273637941
903	0.8016238022	0.7266707545
904	0.8016682953	0.7265892587
905	0.8017430106	0.7264523859
906	0.8018435785	0.7262681122
907	0.8022097954	0.7255966866
908	0.802595321	0.724889188
909	0.8027473733	0.7246099588
910	0.8029181035	0.7242963012
911	0.8030760883	0.7240059377
912	0.8032301285	0.7237227121
913	0.8033432184	0.723514709
914	0.8035006195	0.7232251058
915	0.803873136	0.7225392485
916	0.8040761294	0.7221652337
917	0.8041789093	0.7219757883
918	0.8042873426	0.7217758684
919	0.8044748507	0.7214300266
920	0.8046095805	0.7211814272
921	0.8048982236	0.7206485429
922	0.8049642685	0.7205265574
923	0.8050909106	0.7202925905
924	0.8052123578	0.7200681495
925	0.8053582453	0.7197984491
926	0.8054491226	0.7196303941
927	0.8057994926	0.7189821049
928	0.8059720605	0.7186625876
929	0.8061104746	0.718406205
930	0.8062132961	0.7182156909
931	0.806484253	0.7177134027
932	0.806554891	0.7175823992
933	0.806799526	0.7171285204
934	0.8069358209	0.7168755235
935	0.807018015	0.7167229078
936	0.8071051815	0.7165610242
937	0.8071788435	0.7164241921
938	0.8072773297	0.7162412069
939	0.8075340339	0.7157640357
940	0.8078256435	0.7152215948
941	0.8080446252	0.7148139831
942	0.8082357272	0.7144580764
943	0.8084752244	0.7140117885
944	0.8085840323	0.7138089395
945	0.8086471426	0.7136912577
946	0.8086695528	0.7136494645
947	0.8087561016	0.7134880357
948	0.8091115525	0.7128246737
949	0.809354626	0.7123706807
950	0.8093897398	0.7123050742
951	0.8094351199	0.7122202771
952	0.8096203277	0.7118740937
953	0.8096875941	0.7117483201
954	0.8097893644	0.7115579895
955	0.809965014	0.7112293703
956	0.8105129739	0.7102032263
957	0.8105354988	0.710161013
958	0.8106646077	0.7099190054
959	0.8106793708	0.7098913275
960	0.8108097291	0.7096468846
961	0.8109637042	0.709358048
962	0.8111783552	0.708955195
963	0.8112015797	0.7089115938
964	0.8114611631	0.7084240767
965	0.8115378294	0.7082800273
966	0.8116554142	0.7080590387
967	0.8119999607	0.7074111016
968	0.8121163108	0.7071921653
969	0.8123338833	0.7067825763
970	0.8124096477	0.706639891
971	0.8125328944	0.706407722
972	0.8126682972	0.7061525657
973	0.8130772727	0.7053813216
974	0.8131633964	0.7052188025
975	0.8131964349	0.7051564476
976	0.8132400981	0.7050740316
977	0.8134932532	0.7045960017
978	0.8136207055	0.7043552122
979	0.8136969046	0.7042112136
980	0.8138214759	0.7039757393
981	0.8139934588	0.7036505144
982	0.8140547255	0.703534621
983	0.814181567	0.703294624
984	0.8142700387	0.703127178
985	0.8144726333	0.7027435872
986	0.8148586242	0.7020121752
987	0.8148767511	0.7019778079
988	0.8150412165	0.7016659166
989	0.8151860467	0.7013911464
990	0.8152887693	0.7011961969
991	0.8155166388	0.7007635471
992	0.8155986347	0.7006077984
993	0.8158547935	0.700121009
994	0.8159355191	0.6999675328
995	0.8161309271	0.6995958814
996	0.8161662374	0.6995287029
997	0.8163409428	0.6991962273
998	0.8163894756	0.6991038381
999	0.8166078548	0.6986879711
1000	0.8168515446	0.6982236117
1001	0.8170615979	0.6978230999
1002	0.8172406903	0.69748144
1003	0.817302799	0.6973629142
1004	0.817363791	0.6972465001
1005	0.8174103231	0.6971576721
1006	0.8176563586	0.6966878116
1007	0.8177234543	0.696559622
1008	0.8179986503	0.6960336004
1009	0.8185078564	0.6950592317
1010	0.818610013	0.69486359
1011	0.8187958603	0.6945075296
1012	0.8189867159	0.6941416837
1013	0.8191373337	0.6938528324
1014	0.8191507852	0.6938270295
1015	0.8192241452	0.6936862927
1016	0.8192933484	0.6935535042
1017	0.8195147512	0.6931285012
1018	0.8196173555	0.6929314543
1019	0.819708597	0.6927561823
1020	0.8198640978	0.6924573676
1021	0.8199109717	0.6923672683
1022	0.8202966601	0.6916254653
1023	0.8204270232	0.6913745551
1024	0.8209154616	0.6904336457
1025	0.8210210139	0.6902301452
1026	0.8211049312	0.6900683131
1027	0.8211874401	0.6899091601
1028	0.8213563914	0.6895831525
1029	0.8217336751	0.6888545901
1030	0.821891522	0.6885495475
1031	0.8219240213	0.6884867251
1032	0.8220025176	0.6883349651
1033	0.8220745146	0.6881957412
1034	0.8221344176	0.6880798823
1035	0.8222596068	0.68783769
1036	0.8223793712	0.6876059129
1037	0.8224791798	0.6874126958
1038	0.822539731	0.6872954499
1039	0.8225679133	0.6872408734
1040	0.8228175075	0.6867573314
1041	0.8229212924	0.6865561675
1042	0.8230762797	0.6862556492
1043	0.8232296434	0.6859581494
1044	0.8232891456	0.6858426904
1045	0.8234521927	0.6855262115
1046	0.8238204765	0.6848108246
1047	0.823981665	0.6844974826
1048	0.824169829	0.6841315202
1049	0.8242895984	0.6838984771
1050	0.8245816403	0.6833298994
1051	0.8247110002	0.6830778966
1052	0.8247803615	0.6829427374
1053	0.8248668764	0.6827741148
1054	0.8249846614	0.6825444777
1055	0.8250601648	0.6823972336
1056	0.8251649219	0.6821928871
1057	0.825544908	0.6814511457
1058	0.8256049706	0.6813338284
1059	0.8257943642	0.6809637624
1060	0.826004095	0.6805537237
1061	0.8260321713	0.6804988139
1062	0.8263180721	0.679939414
1063	0.8263550336	0.6798670606
1064	0.8265604753	0.6794647616
1065	0.8266825759	0.6792255496
1066	0.8268145956	0.6789668098
1067	0.826930276	0.6787400115
1068	0.8270272716	0.6785497877
1069	0.8271069121	0.6783935599
1070	0.8273235113	0.6779684835
1071	0.8274281719	0.6777629913
1072	0.8274424697	0.677734914
1073	0.8274757386	0.6776695776
1074	0.8275756325	0.6774733592
1075	0.8277112651	0.6772068494
1076	0.8278190173	0.6769950481
1077	0.8279028945	0.6768301304
1078	0.8280692873	0.6765028534
1079	0.8281651977	0.6763141358
1080	0.8282275977	0.6761913263
1081	0.8283500698	0.6759502244
1082	0.8284579165	0.6757378431
1083	0.8286735018	0.6753130933
1084	0.8287609627	0.6751407003
1085	0.8288948551	0.6748767011
1086	0.8290436597	0.674583178
1087	0.8292107021	0.674253528
1088	0.8293262016	0.674025501
1089	0.8294630732	0.67375518
1090	0.829476136	0.6737293754
1091	0.8296157972	0.6734534224
1092	0.8298605545	0.6729695399
1093	0.8299165996	0.6728586905
1094	0.8300535354	0.6725877732
1095	0.8301147576	0.6724666146
1096	0.8303291158	0.6720422273
1097	0.8304414834	0.6718196544
1098	0.8306127939	0.6714801881
1099	0.8308258866	0.671057687
1100	0.8310031911	0.6707059406
1101	0.8310405648	0.6706317731
1102	0.831060541	0.6705921273
1103	0.8311259676	0.6704622617
1104	0.8311889811	0.6703371624
1105	0.8312046998	0.6703059525
1106	0.8313143728	0.6700881551
1107	0.8315224412	0.6696747613
1108	0.8316338081	0.6694533907
1109	0.8317510219	0.6692203189
1110	0.8319360034	0.6688523303
1111	0.8321409362	0.6684444153
1112	0.832252851	0.668221546
1113	0.8323743545	0.6679794974
1114	0.8325700446	0.6675894761
1115	0.8327485003	0.6672336051
1116	0.8330384239	0.6666550431
1117	0.8332255702	0.6662813136
1118	0.8332916707	0.6661492613
1119	0.8334202933	0.6658922302
1120	0.8336072262	0.665518499
1121	0.833621471	0.6654900111
1122	0.8337114068	0.6653101215
1123	0.8337795789	0.6651737316
1124	0.8338485093	0.6650357958
1125	0.833928907	0.664874877
1126	0.8340645657	0.6646032629
1127	0.8342217557	0.6642884003
1128	0.834272414	0.6641868964
1129	0.8345069583	0.663716738
1130	0.8350588225	0.6626091768
1131	0.8353144115	0.6620955958
1132	0.8355028165	0.6617167594
1133	0.8359445774	0.6608276345
1134	0.8359784917	0.6607593262
1135	0.8360319663	0.6606516064
1136	0.836060201	0.6605947231
1137	0.8361317215	0.6604506115
1138	0.836249482	0.6602132593
1139	0.8362942433	0.6601230184
1140	0.8363663249	0.6599776724
1141	0.8364165021	0.6598764756
1142	0.8365188348	0.6596700444
1143	0.8369514333	0.6587966675
1144	0.8370553692	0.658586658
1145	0.837109004	0.658478259
1146	0.8374508484	0.657786952
1147	0.8376513693	0.6573811034
1148	0.8377869825	0.6571064839
1149	0.8379081895	0.6568609402
1150	0.8379404486	0.6567955735
1151	0.8380952477	0.6564818133
1152	0.8382720705	0.6561232301
1153	0.8383202185	0.6560255556
1154	0.8384605966	0.6557406976
1155	0.8385133936	0.6556335286
1156	0.8385775071	0.6555033658
1157	0.838705167	0.6552441143
1158	0.8390665982	0.6545095635
1159	0.8391756016	0.6542878699
1160	0.8392569384	0.6541223961
1161	0.8393245345	0.6539848451
1162	0.8395587158	0.6535080863
1163	0.8399705552	0.6526687969
1164	0.8401117267	0.6523808543
1165	0.840155911	0.6522907071
1166	0.840311518	0.6519731298
1167	0.840394996	0.6518026963
1168	0.8405089386	0.6515699927
1169	0.8405965485	0.6513910113
1170	0.840678973	0.6512225786
1171	0.8407553734	0.6510664171
1172	0.8407759968	0.6510242567
1173	0.8409536134	0.650661042
1174	0.8410126019	0.6505403693
1175	0.8411388673	0.6502819935
1176	0.8411477703	0.6502637714
1177	0.841175565	0.6502068798
1178	0.8414845721	0.6495740541
1179	0.8416096027	0.6493178247
1180	0.8416676604	0.6491988106
1181	0.8417045729	0.6491231314
1182	0.8417547366	0.64902027
1183	0.8419213854	0.6486784369
1184	0.8419846947	0.6485485285
1185	0.8420629834	0.6483878468
1186	0.8421184689	0.648273943
1187	0.8421994225	0.6481077207
1188	0.8423340904	0.6478311123
1189	0.8426374673	0.6472075419
1190	0.8428845326	0.6466992716
1191	0.8429243277	0.6466173667
1192	0.8430652208	0.6463273015
1193	0.8433825963	0.645673424
1194	0.8437169546	0.6449838402
1195	0.8437967146	0.6448192336
1196	0.844002104	0.6443951624
1197	0.8440536475	0.6442886958
1198	0.8440999968	0.6441929432
1199	0.8441567381	0.6440757024
1200	0.8442783273	0.643824399
1201	0.8444673408	0.6434335463
1202	0.8444727506	0.643422356
1203	0.8447423707	0.6428643996
1204	0.8448652023	0.6426100492
1205	0.8450458563	0.6422357816
1206	0.8450524585	0.6422220993
1207	0.8451455679	0.6420291118
1208	0.8452341688	0.6418454152
1209	0.8453023362	0.6417040476
1210	0.8453570518	0.6415905541
1211	0.8454886516	0.6413175021
1212	0.8455766057	0.6411349441
1213	0.8456804258	0.6409193877
1214	0.8457726629	0.6407278198
1215	0.8458701146	0.6405253593
1216	0.8459418926	0.6403761963
1217	0.8462515619	0.6397322685
1218	0.8463764295	0.6394724347
1219	0.8464242397	0.6393729198
1220	0.8466858975	0.6388280153
1221	0.8468741254	0.6384357415
1222	0.8469507872	0.6382759065
1223	0.8470133573	0.6381454221
1224	0.8470630423	0.6380417893
1225	0.8472175868	0.6377193337
1226	0.8472459743	0.6376600858
1227	0.8474850389	0.6371609119
1228	0.8476477411	0.6368209611
1229	0.8477391139	0.6366299667
1230	0.8478158515	0.6364695197
1231	0.8479900688	0.6361051067
1232	0.8480595185	0.6359597796
1233	0.8482084258	0.6356480712
1234	0.8482271953	0.6356087699
1235	0.8483316377	0.6353900353
1236	0.8484167164	0.6352117986
1237	0.8485934456	0.6348413977
1238	0.8486515099	0.6347196553
1239	0.848766545	0.6344783946
1240	0.8488685119	0.6342644647
1241	0.8489701865	0.6340510762
1242	0.8490751659	0.6338306765
1243	0.8491678064	0.6336361181
1244	0.8492039662	0.6335601609
1245	0.8493667058	0.6332181985
1246	0.8494034758	0.6331409087
1247	0.8495437534	0.632845961
1248	0.8496806518	0.6325579858
1249	0.8497535544	0.6324045768
1250	0.8497873469	0.6323334544
1251	0.8498610021	0.6321784065
1252	0.8499729134	0.6319427545
1253	0.8500261185	0.6318306896
1254	0.8504003522	0.6310418854
1255	0.8505057284	0.6308195972
1256	0.8506158642	0.6305871848
1257	0.8507284891	0.6303494313
1258	0.8507959145	0.6302070519
1259	0.8509392971	0.6299041701
1260	0.8512557919	0.6292350892
1261	0.8513189362	0.6291015147
1262	0.8513511082	0.6290334477
1263	0.8514240983	0.6288789937
1264	0.8515313599	0.6286519491
1265	0.8517217792	0.6282486791
1266	0.8518241283	0.6280318172
1267	0.8518678756	0.6279391005
1268	0.8519228597	0.6278225496
1269	0.8519804321	0.6277004892
1270	0.8520598806	0.6275320095
1271	0.8522662889	0.6270940855
1272	0.8523067741	0.6270081546
1273	0.8524303551	0.626745778
1274	0.8526331713	0.6263149377
1275	0.8527266788	0.6261162009
1276	0.8528178515	0.6259223656
1277	0.8529618689	0.6256160587
1278	0.853107587	0.6253059821
1279	0.8531642754	0.6251853122
1280	0.8531703827	0.6251723105
1281	0.8532901215	0.6249173461
1282	0.8533219749	0.624849502
1283	0.8534929886	0.6244851357
1284	0.8535866042	0.6242855859
1285	0.8536997924	0.6240442302
1286	0.8537880148	0.6238560454
1287	0.8539145447	0.6235860486
1288	0.8539394362	0.6235329198
1289	0.8540569148	0.6232821113
1290	0.8541061373	0.6231769946
1291	0.8541108529	0.6231669233
1292	0.8541773993	0.6230247803
1293	0.8542429745	0.6228846801
1294	0.8542708297	0.6228251585
1295	0.8543785174	0.6225949951
1296	0.8544367759	0.6224704425
1297	0.8544859778	0.6223652329
1298	0.8545381531	0.6222536457
1299	0.8546210719	0.6220762663
1300	0.854703529	0.6218998242
1301	0.8548021049	0.6216888255
1302	0.8548936147	0.6214928875
1303	0.855178952	0.6208815348
1304	0.8553189763	0.6205813039
1305	0.8553269501	0.6205642025
1306	0.8555313876	0.6201255878
1307	0.8556729407	0.619821708
1308	0.8557742627	0.6196041029
1309	0.8559058166	0.6193214559
1310	0.8559820882	0.6191575254
1311	0.8559997496	0.6191195594
1312	0.8560438866	0.6190246701
1313	0.8562391122	0.6186047837
1314	0.8562963157	0.6184816977
1315	0.8563798143	0.6183019882
1316	0.8565963462	0.6178357145
1317	0.8566630273	0.6176920545
1318	0.8568008266	0.6173950689
1319	0.8569434368	0.6170875645
1320	0.8570725395	0.6168090535
1321	0.8573068908	0.61630317
1322	0.8573133708	0.6162891759
1323	0.8573818704	0.6161412272
1324	0.8575919439	0.6156872785
1325	0.8576797299	0.6154974821
1326	0.8577669986	0.6153087462
1327	0.857789176	0.6152607738
1328	0.8580926283	0.6146039955
1329	0.8581957096	0.6143807313
1330	0.8583378187	0.6140728034
1331	0.8584370867	0.6138576138
1332	0.8585104296	0.6136985751
1333	0.8585606135	0.6135897313
1334	0.8586535655	0.613388077
1335	0.8587512941	0.6131759883
1336	0.8588782585	0.6129003433
1337	0.8589156172	0.6128192123
1338	0.8589757533	0.6126885938
1339	0.8590328241	0.6125646075
1340	0.8591741526	0.6122574631
1341	0.859288952	0.6120078601
1342	0.8593094127	0.6119633625
1343	0.8593250237	0.6119294098
1344	0.8595212435	0.6115024876
1345	0.8596614172	0.6111973243
1346	0.859758359	0.610986189
1347	0.859763776	0.6109743889
1348	0.8598739754	0.610734286
1349	0.8599485336	0.6105717849
1350	0.8601137985	0.610211432
1351	0.8601432621	0.6101471655
1352	0.8601912742	0.6100424265
1353	0.860254694	0.6099040475
1354	0.8602931212	0.6098201859
1355	0.8603887288	0.6096114869
1356	0.8604657093	0.6094433961
1357	0.8606503273	0.609040085
1358	0.8608935722	0.6085082912
1359	0.8609392283	0.6084084239
1360	0.8610364703	0.6081956637
1361	0.8610852629	0.60808888
1362	0.8612322327	0.6077671203
1363	0.8613115592	0.6075933806
1364	0.8613835475	0.60743567
1365	0.8613888365	0.6074240813
1366	0.8615198586	0.6071369298
1367	0.8615795809	0.6070059958
1368	0.8616273451	0.606901258
1369	0.8616816668	0.6067821191
1370	0.8618702534	0.6063683274
1371	0.8619460641	0.6062019058
1372	0.8620229724	0.6060330283
1373	0.8621243368	0.6058103772
1374	0.8621933869	0.605658659
1375	0.8623114623	0.6053991331
1376	0.8623716979	0.6052666945
1377	0.8624569313	0.6050792443
1378	0.8626075556	0.6047478404
1379	0.8627475717	0.6044396138
1380	0.8627597616	0.6044127718
1381	0.8628904848	0.6041248477
1382	0.8629371473	0.604022038
1383	0.8630299198	0.6038175839
1384	0.8630476542	0.6037784924
1385	0.8631068863	0.6036479109
1386	0.8631964114	0.6034504922
1387	0.8633454741	0.6031216395
1388	0.8634600597	0.6028687261
1389	0.8635193046	0.6027379189
1390	0.8635703804	0.6026251258
1391	0.8636375903	0.6024766706
1392	0.863688373	0.602364476
1393	0.8638797241	0.6019415349
1394	0.8639728556	0.6017355798
1395	0.8641020658	0.6014497221
1396	0.8642111209	0.6012083485
1397	0.8642963039	0.6010197441
1398	0.8644727811	0.6006288159
1399	0.8649602822	0.5995475903
1400	0.8649930903	0.5994747554
1401	0.8650854357	0.5992696986
1402	0.8651297393	0.5991712956
1403	0.8652886823	0.5988181334
1404	0.8653515477	0.5986783926
1405	0.86542028	0.5985255731
1406	0.8654254203	0.5985141426
1407	0.8654946572	0.598360159
1408	0.8654992301	0.5983499873
1409	0.8655592193	0.5982165363
1410	0.8657012642	0.5979004266
1411	0.8657070382	0.5978875735
1412	0.8657590944	0.5977716821
1413	0.865980024	0.5972795823
1414	0.8659856838	0.5972669703
1415	0.8659950953	0.5972459976
1416	0.8660464731	0.5971314939
1417	0.8661019407	0.5970078509
1418	0.8661071983	0.5969961298
1419	0.8662608189	0.5966535526
1420	0.8662763004	0.5966190175
1421	0.8664862046	0.5961505816
1422	0.8665584328	0.595989307
1423	0.8666550616	0.5957734817
1424	0.8668016283	0.5954459681
1425	0.8668099098	0.5954274571
1426	0.8669665019	0.5950773309
1427	0.8670079666	0.5949845851
1428	0.8671131548	0.5947492412
1429	0.867137043	0.5946957817
1430	0.8672330344	0.5944809136
1431	0.8673479286	0.5942236312
1432	0.8673885755	0.5941325841
1433	0.8674177525	0.5940672203
1434	0.8675103561	0.5938597176
1435	0.8676937843	0.5934484841
1436	0.8678409077	0.5931184374
1437	0.8678795566	0.5930317048
1438	0.8678890967	0.5930102937
1439	0.8679960843	0.5927701258
1440	0.8680222203	0.5927114403
1441	0.8681321336	0.5924645788
1442	0.8684139959	0.5918310554
1443	0.8684547554	0.5917393869
1444	0.8684884438	0.5916636106
1445	0.8685302726	0.5915695102
1446	0.8685867112	0.5914425192
1447	0.868593573	0.591427078
1448	0.8686636758	0.5912692995
1449	0.8687175589	0.5911479974
1450	0.8688032237	0.5909550973
1451	0.8688180265	0.5909217578
1452	0.8690152861	0.5904773032
1453	0.8690386092	0.5904247308
1454	0.8693158046	0.5897995476
1455	0.8693322103	0.5897625257
1456	0.8695930379	0.5891736155
1457	0.8699487723	0.5883694696
1458	0.8700841671	0.5880631177
1459	0.87020421	0.587791368
1460	0.87030525	0.5875625394
1461	0.8703380218	0.5874883008
1462	0.8703509946	0.5874589107
1463	0.870487512	0.5871495391
1464	0.8707701624	0.5865084862
1465	0.8709304633	0.5861446111
1466	0.8710736222	0.5858194565
1467	0.8710945427	0.5857719251
1468	0.8712233076	0.5854792854
1469	0.8712343893	0.5854540936
1470	0.871362791	0.585162121
1471	0.8714275601	0.5850147873
1472	0.8714725025	0.5849125325
1473	0.8715233859	0.584796739
1474	0.8715394648	0.5847601442
1475	0.87156086	0.584711446
1476	0.871614115	0.5845902134
1477	0.871682088	0.5844354394
1478	0.8717215411	0.584345586
1479	0.8717563011	0.5842664097
1480	0.8718210467	0.5841189036
1481	0.8720640938	0.5835648511
1482	0.8720798909	0.5835288216
1483	0.8722289141	0.5831888255
1484	0.872308206	0.5830078403
1485	0.8723235505	0.5829728098
1486	0.8723321037	0.5829532826
1487	0.8724188189	0.5827552708
1488	0.8724784432	0.5826190812
1489	0.8726088488	0.5823211072
1490	0.8727751947	0.5819407889
1491	0.8728262591	0.58182399
1492	0.8728390568	0.5817947144
1493	0.8729745823	0.5814845992
1494	0.8729811469	0.5814695737
1495	0.8730922752	0.5812151552
1496	0.8731335324	0.5811206722
1497	0.8732360539	0.5808858213
1498	0.8732860289	0.5807713067
1499	0.8732934914	0.5807542049
1500	0.8733770306	0.5805627242
1501	0.8733918171	0.5805288252
1502	0.8734679731	0.5803542023
1503	0.8734741807	0.5803399661
1504	0.8735806653	0.5800957066
1505	0.8736235619	0.5799972792
1506	0.8737075597	0.5798044958
1507	0.8738127721	0.579562932
1508	0.8738891646	0.5793874747
1509	0.8740757068	0.5789588034
1510	0.8740837397	0.5789403366
1511	0.8741352079	0.5788220038
1512	0.8744632905	0.578067125
1513	0.874553208	0.5778600633
1514	0.8746006478	0.5777507893
1515	0.8746669124	0.5775981191
1516	0.8747538369	0.5773977885
1517	0.8747866386	0.5773221739
1518	0.8748126443	0.5772622185
1519	0.8748798529	0.5771072419
1520	0.874928658	0.5769946761
1521	0.8751147381	0.5765652922
1522	0.8751275725	0.5765356648
1523	0.8751709901	0.5764354266
1524	0.8751785815	0.5764178985
1525	0.8752759874	0.5761929473
1526	0.875280575	0.5761823507
1527	0.8753421818	0.5760400265
1528	0.8753522488	0.5760167665
1529	0.8753595637	0.5759998645
1530	0.8753628331	0.57599231
1531	0.8754437472	0.5758053133
1532	0.8754742188	0.5757348761
1533	0.8755826776	0.5754840963
1534	0.8757032644	0.5752051456
1535	0.8757093193	0.5751911354
1536	0.8757612364	0.5750709921
1537	0.8758657531	0.5748290501
1538	0.8760021375	0.5745131853
1539	0.8760500686	0.5744021362
1540	0.8761354362	0.5742042991
1541	0.876179949	0.5741011148
1542	0.8762200401	0.5740081647
1543	0.8762694365	0.5738936196
1544	0.8763498618	0.5737070728
1545	0.8763530442	0.5736996901
1546	0.8763554323	0.5736941498
1547	0.8764370875	0.573504684
1548	0.8764782452	0.5734091613
1549	0.8765280276	0.5732936005
1550	0.8766493724	0.5730118229
1551	0.876651732	0.5730063421
1552	0.8767337512	0.572815803
1553	0.8768714962	0.5724956645
1554	0.8768812168	0.5724730656
1555	0.8768882294	0.572456762
1556	0.876965698	0.5722766233
1557	0.877060258	0.5720566646
1558	0.877186878	0.5717619981
1559	0.8772001534	0.5717310952
1560	0.8772369847	0.5716453492
1561	0.8773212806	0.5714490537
1562	0.8774262828	0.5712044463
1563	0.8774756946	0.5710893032
1564	0.877514558	0.5709987243
1565	0.8775166183	0.5709939218
1566	0.8776108264	0.5707742895
1567	0.8776794695	0.570614205
1568	0.8777244634	0.5705092492
1569	0.877766009	0.57041232
1570	0.8778129295	0.5703028307
1571	0.8779166763	0.5700606624
1572	0.8782396879	0.5693060214
1573	0.8783179156	0.5691231102
1574	0.8783695675	0.5690023062
1575	0.8784449509	0.5688259522
1576	0.8785081577	0.5686780426
1577	0.8785108803	0.5686716705
1578	0.8785803363	0.5685090908
1579	0.8785824284	0.5685041931
1580	0.878694125	0.5682426387
1581	0.8787541913	0.5681019346
1582	0.8788713666	0.5678273537
1583	0.8788763068	0.5678157741
1584	0.8788825691	0.5678010954
1585	0.8788870171	0.5677906693
1586	0.8788955996	0.5677705511
1587	0.8789804311	0.5675716594
1588	0.8789827695	0.5675661761
1589	0.8790178746	0.5674838494
1590	0.8793207969	0.566772954
1591	0.8793988672	0.5665895946
1592	0.8794911127	0.5663728666
1593	0.8794953967	0.5663627993
1594	0.8796550151	0.5659875776
1595	0.8797127543	0.5658517863
1596	0.879858568	0.5655087161
1597	0.8799363025	0.5653257374
1598	0.8800130684	0.5651449805
1599	0.8800822432	0.5649820486
1600	0.8800873741	0.5649699615
1601	0.8804107442	0.5642076658
1602	0.8804498255	0.5641154679
1603	0.8804862095	0.5640296198
1604	0.8805317816	0.5639220737
1605	0.8805375484	0.5639084631
1606	0.8808005315	0.5632874306
1607	0.8808671962	0.5631298938
1608	0.8809501168	0.5629338807
1609	0.8809745377	0.5628761398
1610	0.8810970764	0.5625863202
1611	0.8811659849	0.562423277
1612	0.8812052594	0.5623303293
1613	0.8812564385	0.5622091847
1614	0.881618211	0.5613520984
1615	0.881643986	0.561290984
1616	0.8817148858	0.5611228415
1617	0.8817908334	0.5609426717
1618	0.8818215218	0.5608698537
1619	0.8818220067	0.560868703
1620	0.8818699531	0.5607549155
1621	0.8819114192	0.5606564885
1622	0.8819563746	0.5605497595
1623	0.8819612867	0.5605380965
1624	0.8821458662	0.5600996627
1625	0.8822892162	0.5597589249
1626	0.8823660442	0.5595762221
1627	0.8823939318	0.5595098885
1628	0.8824756233	0.5593155315
1629	0.8825356891	0.5591725824
1630	0.8826029932	0.5590123634
1631	0.8826047667	0.5590081408
1632	0.882709751	0.5587581298
1633	0.8827363277	0.558694822
1634	0.882798807	0.558545963
1635	0.8828738342	0.5583671557
1636	0.8829187511	0.5582600809
1637	0.8829656113	0.5581483515
1638	0.883001776	0.5580621085
1639	0.883036541	0.5579791907
1640	0.8830381742	0.5579752951
1641	0.8830674693	0.5579054134
1642	0.8831742217	0.5576506881
1643	0.8834382313	0.5570202263
1644	0.8835061592	0.5568578972
1645	0.8835677998	0.5567105521
1646	0.8837120993	0.5563654673
1647	0.8837792417	0.5562048268
1648	0.883851554	0.5560317651
1649	0.883887288	0.5559462247
1650	0.8839572635	0.5557786785
1651	0.8840742826	0.5554983804
1652	0.8842829537	0.5549981951
1653	0.8843636431	0.5548046615
1654	0.8843968419	0.5547250145
1655	0.8844884425	0.5545051969
1656	0.8846444616	0.554130591
1657	0.8846795865	0.5540462204
1658	0.8847580683	0.5538576591
1659	0.8848390742	0.5536629658
1660	0.8849423607	0.5534146232
1661	0.8849660086	0.5533577484
1662	0.8849681189	0.5533526725
1663	0.8849811008	0.5533214475
1664	0.8849859762	0.5533097202
1665	0.8851179207	0.5529922499
1666	0.8851913853	0.5528154083
1667	0.8852152441	0.5527579641
1668	0.8852463436	0.5526830775
1669	0.8853424178	0.5524516701
1670	0.8853531699	0.5524257661
1671	0.8853832813	0.5523532155
1672	0.8853877175	0.5523425261
1673	0.8854775895	0.5521259267
1674	0.8855077068	0.5520533225
1675	0.8855721379	0.5518979653
1676	0.8856577689	0.5516914229
1677	0.8857212138	0.5515383437
1678	0.8857291974	0.5515190778
1679	0.8857441427	0.5514830103
1680	0.8858064936	0.5513325142
1681	0.8859569105	0.5509692839
1682	0.8860234067	0.5508086312
1683	0.886124197	0.5505650352
1684	0.8861585501	0.5504819842
1685	0.8862526668	0.5502543857
1686	0.8863071718	0.5501225355
1687	0.8863734905	0.5499620649
1688	0.8864188838	0.5498522001
1689	0.8866715878	0.5492401829
1690	0.8867083533	0.5491510844
1691	0.8867470687	0.5490572453
1692	0.8868353361	0.5488432407
1693	0.8868793272	0.5487365528
1694	0.886952654	0.5485586737
1695	0.8870585522	0.5483016798
1696	0.8870668257	0.5482815965
1697	0.8872555093	0.5478233831
1698	0.8873422142	0.5476126938
1699	0.8874070632	0.5474550604
1700	0.8875613265	0.5470798984
1701	0.8875941523	0.5470000343
1702	0.8876548389	0.5468523548
1703	0.8876567409	0.5468477258
1704	0.8878287902	0.5464288275
1705	0.8878801624	0.5463036864
1706	0.8879101485	0.5462306278
1707	0.8879247117	0.5461951424
1708	0.8879668567	0.5460924366
1709	0.8880917214	0.5457880325
1710	0.8881288463	0.5456974941
1711	0.8882039015	0.5455144071
1712	0.8883323215	0.5452010012
1713	0.8884069789	0.5450187189
1714	0.888454855	0.5449017933
1715	0.8884643773	0.5448785343
1716	0.888555636	0.5446555783
1717	0.8885584765	0.5446486373
1718	0.8886266623	0.5444819894
1719	0.8887159133	0.5442637804
1720	0.8887580867	0.5441606407
1721	0.8888167534	0.5440171323
1722	0.888891231	0.543834893
1723	0.8890243734	0.5435089548
1724	0.8891383437	0.5432297954
1725	0.8891474351	0.5432075206
1726	0.8893018986	0.5428289324
1727	0.8893708601	0.5426598231
1728	0.889414162	0.5425536101
1729	0.889428581	0.5425182379
1730	0.8896234522	0.5420399598
1731	0.8896290263	0.5420262729
1732	0.8897364137	0.5417625215
1733	0.8897600169	0.5417045333
1734	0.8897654268	0.5416912414
1735	0.8897779907	0.541660371
1736	0.8898502106	0.5414828881
1737	0.889854977	0.5414711723
